,CountryName,X2013,X2014,X2015,Year,Value,Country,CountryCode
24.1987,Belarus,NA,NA,NA,1987,NA,24,BLR
25.1987,Belize,NA,NA,NA,1987,NA,25,BLZ
26.1987,Bermuda,NA,NA,NA,1987,NA,26,BMU
27.1987,Bolivia,NA,NA,NA,1987,NA,27,BOL
28.1987,Brazil,NA,NA,NA,1987,13.64,28,BRA
29.1987,Barbados,NA,NA,NA,1987,NA,29,BRB
30.1987,Brunei Darussalam,NA,NA,NA,1987,NA,30,BRN
31.1987,Bhutan,NA,NA,NA,1987,NA,31,BTN
32.1987,Botswana,NA,NA,NA,1987,NA,32,BWA
33.1987,Central African Republic,NA,NA,NA,1987,NA,33,CAF
34.1987,Canada,NA,NA,NA,1987,NA,34,CAN
35.1987,Central Europe and the Baltics,NA,NA,NA,1987,NA,35,CEB
36.1987,Switzerland,NA,NA,NA,1987,NA,36,CHE
37.1987,Channel Islands,NA,NA,NA,1987,NA,37,CHI
38.1987,Chile,NA,NA,NA,1987,5.8,38,CHL
39.1987,China,NA,NA,NA,1987,53.95,39,CHN
40.1987,Cote d'Ivoire,NA,NA,NA,1987,8.68,40,CIV
41.1987,Cameroon,NA,NA,NA,1987,NA,41,CMR
42.1987,"Congo, Rep.",NA,NA,NA,1987,NA,42,COG
43.1987,Colombia,NA,NA,NA,1987,NA,43,COL
44.1987,Comoros,NA,NA,NA,1987,NA,44,COM
45.1987,Cabo Verde,NA,NA,NA,1987,NA,45,CPV
46.1987,Costa Rica,NA,NA,NA,1987,NA,46,CRI
47.1987,Caribbean small states,NA,NA,NA,1987,NA,47,CSS
48.1987,Cuba,NA,NA,NA,1987,NA,48,CUB
49.1987,Curacao,NA,NA,NA,1987,NA,49,CUW
50.1987,Cayman Islands,NA,NA,NA,1987,NA,50,CYM
51.1987,Cyprus,NA,NA,NA,1987,NA,51,CYP
52.1987,Czech Republic,NA,NA,NA,1987,NA,52,CZE
53.1987,Germany,NA,NA,NA,1987,NA,53,DEU
54.1987,Djibouti,NA,NA,NA,1987,NA,54,DJI
55.1987,Dominica,NA,NA,NA,1987,NA,55,DMA
56.1987,Denmark,NA,NA,NA,1987,NA,56,DNK
57.1987,Dominican Republic,NA,NA,NA,1987,NA,57,DOM
58.1987,Algeria,NA,NA,NA,1987,NA,58,DZA
59.1987,East Asia & Pacific (developing only),NA,NA,NA,1987,54.26,59,EAP
60.1987,East Asia & Pacific (all income levels),NA,NA,NA,1987,NA,60,EAS
61.1987,Europe & Central Asia (developing only),NA,NA,NA,1987,1.86,61,ECA
62.1987,Europe & Central Asia (all income levels),NA,NA,NA,1987,NA,62,ECS
63.1987,Ecuador,NA,NA,NA,1987,12.86,63,ECU
64.1987,"Egypt, Arab Rep.",NA,NA,NA,1987,NA,64,EGY
65.1987,Euro area,NA,NA,NA,1987,NA,65,EMU
66.1987,Eritrea,NA,NA,NA,1987,NA,66,ERI
67.1987,Spain,NA,NA,NA,1987,NA,67,ESP
68.1987,Estonia,NA,NA,NA,1987,NA,68,EST
69.1987,Ethiopia,NA,NA,NA,1987,NA,69,ETH
70.1987,European Union,NA,NA,NA,1987,NA,70,EUU
71.1987,Fragile and conflict affected situations,NA,NA,NA,1987,41.8,71,FCS
72.1987,Finland,NA,NA,NA,1987,NA,72,FIN
73.1987,Fiji,NA,NA,NA,1987,NA,73,FJI
74.1987,France,NA,NA,NA,1987,NA,74,FRA
75.1987,Faeroe Islands,NA,NA,NA,1987,NA,75,FRO
76.1987,"Micronesia, Fed. Sts.",NA,NA,NA,1987,NA,76,FSM
77.1987,Gabon,NA,NA,NA,1987,NA,77,GAB
78.1987,United Kingdom,NA,NA,NA,1987,NA,78,GBR
79.1987,Georgia,NA,NA,NA,1987,NA,79,GEO
80.1987,Ghana,NA,NA,NA,1987,50.59,80,GHA
81.1987,Guinea,NA,NA,NA,1987,NA,81,GIN
82.1987,"Gambia, The",NA,NA,NA,1987,NA,82,GMB
83.1987,Guinea-Bissau,NA,NA,NA,1987,NA,83,GNB
84.1987,Equatorial Guinea,NA,NA,NA,1987,NA,84,GNQ
85.1987,Greece,NA,NA,NA,1987,NA,85,GRC
86.1987,Grenada,NA,NA,NA,1987,NA,86,GRD
87.1987,Greenland,NA,NA,NA,1987,NA,87,GRL
88.1987,Guatemala,NA,NA,NA,1987,38.64,88,GTM
89.1987,Guam,NA,NA,NA,1987,NA,89,GUM
90.1987,Guyana,NA,NA,NA,1987,NA,90,GUY
91.1987,High income,NA,NA,NA,1987,NA,91,HIC
92.1987,"Hong Kong SAR, China",NA,NA,NA,1987,NA,92,HKG
93.1987,Honduras,NA,NA,NA,1987,NA,93,HND
94.1987,Heavily indebted poor countries (HIPC),NA,NA,NA,1987,NA,94,HPC
95.1987,Croatia,NA,NA,NA,1987,NA,95,HRV
96.1987,Haiti,NA,NA,NA,1987,NA,96,HTI
97.1987,Hungary,NA,NA,NA,1987,0.05,97,HUN
98.1987,Indonesia,NA,NA,NA,1987,68.16,98,IDN
99.1987,Isle of Man,NA,NA,NA,1987,NA,99,IMN
100.1987,India,NA,NA,NA,1987,53.59,100,IND
101.1987,Not classified,NA,NA,NA,1987,NA,101,INX
102.1987,Ireland,NA,NA,NA,1987,NA,102,IRL
103.1987,"Iran, Islamic Rep.",NA,NA,NA,1987,NA,103,IRN
104.1987,Iraq,NA,NA,NA,1987,NA,104,IRQ
105.1987,Iceland,NA,NA,NA,1987,NA,105,ISL
106.1987,Israel,NA,NA,NA,1987,NA,106,ISR
107.1987,Italy,NA,NA,NA,1987,NA,107,ITA
108.1987,Jamaica,NA,NA,NA,1987,NA,108,JAM
109.1987,Jordan,NA,NA,NA,1987,NA,109,JOR
110.1987,Japan,NA,NA,NA,1987,NA,110,JPN
111.1987,Kazakhstan,NA,NA,NA,1987,NA,111,KAZ
112.1987,Kenya,NA,NA,NA,1987,NA,112,KEN
113.1987,Kyrgyz Republic,NA,NA,NA,1987,NA,113,KGZ
114.1987,Cambodia,NA,NA,NA,1987,NA,114,KHM
115.1987,Kiribati,NA,NA,NA,1987,NA,115,KIR
116.1987,St. Kitts and Nevis,NA,NA,NA,1987,NA,116,KNA
117.1987,"Korea, Rep.",NA,NA,NA,1987,NA,117,KOR
118.1987,Kosovo,NA,NA,NA,1987,NA,118,0
119.1987,Kuwait,NA,NA,NA,1987,NA,119,KWT
120.1987,Latin America & Caribbean (developing only),NA,NA,NA,1987,12.13,120,LAC
121.1987,Lao PDR,NA,NA,NA,1987,NA,121,LAO
122.1987,Lebanon,NA,NA,NA,1987,NA,122,LBN
123.1987,Liberia,NA,NA,NA,1987,NA,123,LBR
124.1987,Libya,NA,NA,NA,1987,NA,124,LBY
125.1987,St. Lucia,NA,NA,NA,1987,NA,125,LCA
126.1987,Latin America & Caribbean (all income levels),NA,NA,NA,1987,NA,126,LCN
127.1987,Least developed countries: UN classification,NA,NA,NA,1987,NA,127,LDC
128.1987,Low income,NA,NA,NA,1987,66.15,128,LIC
129.1987,Liechtenstein,NA,NA,NA,1987,NA,129,LIE
130.1987,Sri Lanka,NA,NA,NA,1987,NA,130,LKA
131.1987,Lower middle income,NA,NA,NA,1987,50.73,131,LMC
132.1987,Low & middle income,NA,NA,NA,1987,42.92,132,LMY
133.1987,Lesotho,NA,NA,NA,1987,NA,133,LSO
134.1987,Lithuania,NA,NA,NA,1987,NA,134,LTU
135.1987,Luxembourg,NA,NA,NA,1987,NA,135,LUX
136.1987,Latvia,NA,NA,NA,1987,NA,136,LVA
137.1987,"Macao SAR, China",NA,NA,NA,1987,NA,137,MAC
138.1987,St. Martin (French part),NA,NA,NA,1987,NA,138,MAF
139.1987,Morocco,NA,NA,NA,1987,NA,139,MAR
140.1987,Monaco,NA,NA,NA,1987,NA,140,MCO
141.1987,Moldova,NA,NA,NA,1987,NA,141,MDA
142.1987,Madagascar,NA,NA,NA,1987,NA,142,MDG
143.1987,Maldives,NA,NA,NA,1987,NA,143,MDV
144.1987,Middle East & North Africa (all income levels),NA,NA,NA,1987,NA,144,MEA
145.1987,Mexico,NA,NA,NA,1987,NA,145,MEX
146.1987,Marshall Islands,NA,NA,NA,1987,NA,146,MHL
147.1987,Middle income,NA,NA,NA,1987,43.08,147,MIC
148.1987,"Macedonia, FYR",NA,NA,NA,1987,NA,148,MKD
149.1987,Mali,NA,NA,NA,1987,NA,149,MLI
150.1987,Malta,NA,NA,NA,1987,NA,150,MLT
151.1987,Myanmar,NA,NA,NA,1987,NA,151,MMR
152.1987,Middle East & North Africa (developing only),NA,NA,NA,1987,7.18,152,MNA
153.1987,Montenegro,NA,NA,NA,1987,NA,153,MNE
154.1987,Mongolia,NA,NA,NA,1987,NA,154,MNG
155.1987,Northern Mariana Islands,NA,NA,NA,1987,NA,155,MNP
156.1987,Mozambique,NA,NA,NA,1987,NA,156,MOZ
157.1987,Mauritania,NA,NA,NA,1987,41.32,157,MRT
158.1987,Mauritius,NA,NA,NA,1987,NA,158,MUS
159.1987,Malawi,NA,NA,NA,1987,NA,159,MWI
160.1987,Malaysia,NA,NA,NA,1987,2.4,160,MYS
161.1987,North America,NA,NA,NA,1987,NA,161,NAC
162.1987,Namibia,NA,NA,NA,1987,NA,162,NAM
163.1987,New Caledonia,NA,NA,NA,1987,NA,163,NCL
164.1987,Niger,NA,NA,NA,1987,NA,164,NER
165.1987,Nigeria,NA,NA,NA,1987,NA,165,NGA
166.1987,Nicaragua,NA,NA,NA,1987,NA,166,NIC
167.1987,Netherlands,NA,NA,NA,1987,NA,167,NLD
168.1987,High income: nonOECD,NA,NA,NA,1987,NA,168,NOC
169.1987,Norway,NA,NA,NA,1987,NA,169,NOR
170.1987,Nepal,NA,NA,NA,1987,NA,170,NPL
171.1987,New Zealand,NA,NA,NA,1987,NA,171,NZL
172.1987,High income: OECD,NA,NA,NA,1987,NA,172,OEC
173.1987,OECD members,NA,NA,NA,1987,NA,173,OED
174.1987,Oman,NA,NA,NA,1987,NA,174,OMN
175.1987,Other small states,NA,NA,NA,1987,NA,175,OSS
176.1987,Pakistan,NA,NA,NA,1987,66.46,176,PAK
177.1987,Panama,NA,NA,NA,1987,NA,177,PAN
178.1987,Peru,NA,NA,NA,1987,NA,178,PER
179.1987,Philippines,NA,NA,NA,1987,NA,179,PHL
180.1987,Palau,NA,NA,NA,1987,NA,180,PLW
181.1987,Papua New Guinea,NA,NA,NA,1987,NA,181,PNG
182.1987,Poland,NA,NA,NA,1987,0.1,182,POL
183.1987,Puerto Rico,NA,NA,NA,1987,NA,183,PRI
184.1987,"Korea, Dem. Rep.",NA,NA,NA,1987,NA,184,PRK
185.1987,Portugal,NA,NA,NA,1987,NA,185,PRT
186.1987,Paraguay,NA,NA,NA,1987,NA,186,PRY
187.1987,Pacific island small states,NA,NA,NA,1987,NA,187,PSS
188.1987,French Polynesia,NA,NA,NA,1987,NA,188,PYF
189.1987,Qatar,NA,NA,NA,1987,NA,189,QAT
190.1987,Romania,NA,NA,NA,1987,NA,190,ROU
191.1987,Russian Federation,NA,NA,NA,1987,NA,191,RUS
192.1987,Rwanda,NA,NA,NA,1987,NA,192,RWA
193.1987,South Asia,NA,NA,NA,1987,56.85,193,SAS
194.1987,Saudi Arabia,NA,NA,NA,1987,NA,194,SAU
195.1987,Sudan,NA,NA,NA,1987,NA,195,SDN
196.1987,Senegal,NA,NA,NA,1987,NA,196,SEN
197.1987,Singapore,NA,NA,NA,1987,NA,197,SGP
198.1987,Solomon Islands,NA,NA,NA,1987,NA,198,SLB
199.1987,Sierra Leone,NA,NA,NA,1987,NA,199,SLE
200.1987,El Salvador,NA,NA,NA,1987,NA,200,SLV
201.1987,San Marino,NA,NA,NA,1987,NA,201,SMR
202.1987,Somalia,NA,NA,NA,1987,NA,202,SOM
203.1987,Serbia,NA,NA,NA,1987,NA,203,SRB
204.1987,Sub-Saharan Africa (developing only),NA,NA,NA,1987,55.67,204,SSA
205.1987,South Sudan,NA,NA,NA,1987,NA,205,SSD
206.1987,Sub-Saharan Africa (all income levels),NA,NA,NA,1987,NA,206,SSF
207.1987,Small states,NA,NA,NA,1987,NA,207,SST
208.1987,Sao Tome and Principe,NA,NA,NA,1987,NA,208,STP
209.1987,Suriname,NA,NA,NA,1987,NA,209,SUR
210.1987,Slovak Republic,NA,NA,NA,1987,NA,210,SVK
211.1987,Slovenia,NA,NA,NA,1987,NA,211,SVN
212.1987,Sweden,NA,NA,NA,1987,NA,212,SWE
213.1987,Swaziland,NA,NA,NA,1987,NA,213,SWZ
214.1987,Sint Maarten (Dutch part),NA,NA,NA,1987,NA,214,SXM
215.1987,Seychelles,NA,NA,NA,1987,NA,215,SYC
216.1987,Syrian Arab Republic,NA,NA,NA,1987,NA,216,SYR
217.1987,Turks and Caicos Islands,NA,NA,NA,1987,NA,217,TCA
218.1987,Chad,NA,NA,NA,1987,NA,218,TCD
219.1987,Togo,NA,NA,NA,1987,NA,219,TGO
220.1987,Thailand,NA,NA,NA,1987,NA,220,THA
221.1987,Tajikistan,NA,NA,NA,1987,NA,221,TJK
222.1987,Turkmenistan,NA,NA,NA,1987,NA,222,TKM
223.1987,Timor-Leste,NA,NA,NA,1987,NA,223,TLS
224.1987,Tonga,NA,NA,NA,1987,NA,224,TON
225.1987,Trinidad and Tobago,NA,NA,NA,1987,NA,225,TTO
226.1987,Tunisia,NA,NA,NA,1987,NA,226,TUN
227.1987,Turkey,NA,NA,NA,1987,1.16,227,TUR
228.1987,Tuvalu,NA,NA,NA,1987,NA,228,TUV
229.1987,"Taiwan, China",NA,NA,NA,1987,NA,229,TWN
230.1987,Tanzania,NA,NA,NA,1987,NA,230,TZA
231.1987,Uganda,NA,NA,NA,1987,NA,231,UGA
232.1987,Ukraine,NA,NA,NA,1987,NA,232,UKR
233.1987,Upper middle income,NA,NA,NA,1987,36.31,233,UMC
234.1987,Uruguay,NA,NA,NA,1987,NA,234,URY
235.1987,United States,NA,NA,NA,1987,NA,235,USA
236.1987,Uzbekistan,NA,NA,NA,1987,NA,236,UZB
237.1987,St. Vincent and the Grenadines,NA,NA,NA,1987,NA,237,VCT
238.1987,"Venezuela, RB",NA,NA,NA,1987,3.13,238,VEN
239.1987,Virgin Islands (U.S.),NA,NA,NA,1987,NA,239,VIR
240.1987,Vietnam,NA,NA,NA,1987,NA,240,VNM
241.1987,Vanuatu,NA,NA,NA,1987,NA,241,VUT
242.1987,West Bank and Gaza,NA,NA,NA,1987,NA,242,PSE
243.1987,World,NA,NA,NA,1987,NA,243,WLD
244.1987,Samoa,NA,NA,NA,1987,NA,244,WSM
245.1987,"Yemen, Rep.",NA,NA,NA,1987,NA,245,YEM
246.1987,South Africa,NA,NA,NA,1987,NA,246,ZAF
247.1987,"Congo, Dem. Rep.",NA,NA,NA,1987,NA,247,COD
248.1987,Zambia,NA,NA,NA,1987,NA,248,ZMB
249.1987,Zimbabwe,NA,NA,NA,1987,NA,249,ZWE
1.1988,Aruba,NA,NA,NA,1988,NA,1,ABW
2.1988,Andorra,NA,NA,NA,1988,NA,2,AND
3.1988,Afghanistan,NA,NA,NA,1988,NA,3,AFG
4.1988,Angola,NA,NA,NA,1988,NA,4,AGO
5.1988,Albania,NA,NA,NA,1988,NA,5,ALB
6.1988,Arab World,NA,NA,NA,1988,NA,6,ARB
7.1988,United Arab Emirates,NA,NA,NA,1988,NA,7,ARE
8.1988,Argentina,NA,NA,NA,1988,NA,8,ARG
9.1988,Armenia,NA,NA,NA,1988,NA,9,ARM
10.1988,American Samoa,NA,NA,NA,1988,NA,10,ASM
11.1988,Antigua and Barbuda,NA,NA,NA,1988,NA,11,ATG
12.1988,Australia,NA,NA,NA,1988,NA,12,AUS
13.1988,Austria,NA,NA,NA,1988,NA,13,AUT
14.1988,Azerbaijan,NA,NA,NA,1988,NA,14,AZE
15.1988,Burundi,NA,NA,NA,1988,NA,15,BDI
16.1988,Belgium,NA,NA,NA,1988,NA,16,BEL
17.1988,Benin,NA,NA,NA,1988,NA,17,BEN
18.1988,Burkina Faso,NA,NA,NA,1988,NA,18,BFA
19.1988,Bangladesh,NA,NA,NA,1988,71.61,19,BGD
20.1988,Bulgaria,NA,NA,NA,1988,NA,20,BGR
21.1988,Bahrain,NA,NA,NA,1988,NA,21,BHR
22.1988,"Bahamas, The",NA,NA,NA,1988,NA,22,BHS
23.1988,Bosnia and Herzegovina,NA,NA,NA,1988,NA,23,BIH
24.1988,Belarus,NA,NA,NA,1988,0.08,24,BLR
25.1988,Belize,NA,NA,NA,1988,NA,25,BLZ
26.1988,Bermuda,NA,NA,NA,1988,NA,26,BMU
27.1988,Bolivia,NA,NA,NA,1988,NA,27,BOL
28.1988,Brazil,NA,NA,NA,1988,14.68,28,BRA
29.1988,Barbados,NA,NA,NA,1988,NA,29,BRB
30.1988,Brunei Darussalam,NA,NA,NA,1988,NA,30,BRN
31.1988,Bhutan,NA,NA,NA,1988,NA,31,BTN
32.1988,Botswana,NA,NA,NA,1988,NA,32,BWA
33.1988,Central African Republic,NA,NA,NA,1988,NA,33,CAF
34.1988,Canada,NA,NA,NA,1988,NA,34,CAN
35.1988,Central Europe and the Baltics,NA,NA,NA,1988,NA,35,CEB
36.1988,Switzerland,NA,NA,NA,1988,NA,36,CHE
37.1988,Channel Islands,NA,NA,NA,1988,NA,37,CHI
38.1988,Chile,NA,NA,NA,1988,NA,38,CHL
39.1988,China,NA,NA,NA,1988,NA,39,CHN
40.1988,Cote d'Ivoire,NA,NA,NA,1988,13.76,40,CIV
41.1988,Cameroon,NA,NA,NA,1988,NA,41,CMR
42.1988,"Congo, Rep.",NA,NA,NA,1988,NA,42,COG
43.1988,Colombia,NA,NA,NA,1988,10.69,43,COL
44.1988,Comoros,NA,NA,NA,1988,NA,44,COM
45.1988,Cabo Verde,NA,NA,NA,1988,NA,45,CPV
46.1988,Costa Rica,NA,NA,NA,1988,NA,46,CRI
47.1988,Caribbean small states,NA,NA,NA,1988,NA,47,CSS
48.1988,Cuba,NA,NA,NA,1988,NA,48,CUB
49.1988,Curacao,NA,NA,NA,1988,NA,49,CUW
50.1988,Cayman Islands,NA,NA,NA,1988,NA,50,CYM
51.1988,Cyprus,NA,NA,NA,1988,NA,51,CYP
52.1988,Czech Republic,NA,NA,NA,1988,0,52,CZE
53.1988,Germany,NA,NA,NA,1988,NA,53,DEU
54.1988,Djibouti,NA,NA,NA,1988,NA,54,DJI
55.1988,Dominica,NA,NA,NA,1988,NA,55,DMA
56.1988,Denmark,NA,NA,NA,1988,NA,56,DNK
57.1988,Dominican Republic,NA,NA,NA,1988,NA,57,DOM
58.1988,Algeria,NA,NA,NA,1988,7.1,58,DZA
59.1988,East Asia & Pacific (developing only),NA,NA,NA,1988,NA,59,EAP
60.1988,East Asia & Pacific (all income levels),NA,NA,NA,1988,NA,60,EAS
61.1988,Europe & Central Asia (developing only),NA,NA,NA,1988,NA,61,ECA
62.1988,Europe & Central Asia (all income levels),NA,NA,NA,1988,NA,62,ECS
63.1988,Ecuador,NA,NA,NA,1988,NA,63,ECU
64.1988,"Egypt, Arab Rep.",NA,NA,NA,1988,NA,64,EGY
65.1988,Euro area,NA,NA,NA,1988,NA,65,EMU
66.1988,Eritrea,NA,NA,NA,1988,NA,66,ERI
67.1988,Spain,NA,NA,NA,1988,NA,67,ESP
68.1988,Estonia,NA,NA,NA,1988,0.05,68,EST
69.1988,Ethiopia,NA,NA,NA,1988,NA,69,ETH
70.1988,European Union,NA,NA,NA,1988,NA,70,EUU
71.1988,Fragile and conflict affected situations,NA,NA,NA,1988,NA,71,FCS
72.1988,Finland,NA,NA,NA,1988,NA,72,FIN
73.1988,Fiji,NA,NA,NA,1988,NA,73,FJI
74.1988,France,NA,NA,NA,1988,NA,74,FRA
75.1988,Faeroe Islands,NA,NA,NA,1988,NA,75,FRO
76.1988,"Micronesia, Fed. Sts.",NA,NA,NA,1988,NA,76,FSM
77.1988,Gabon,NA,NA,NA,1988,NA,77,GAB
78.1988,United Kingdom,NA,NA,NA,1988,NA,78,GBR
79.1988,Georgia,NA,NA,NA,1988,NA,79,GEO
80.1988,Ghana,NA,NA,NA,1988,49.37,80,GHA
81.1988,Guinea,NA,NA,NA,1988,NA,81,GIN
82.1988,"Gambia, The",NA,NA,NA,1988,NA,82,GMB
83.1988,Guinea-Bissau,NA,NA,NA,1988,NA,83,GNB
84.1988,Equatorial Guinea,NA,NA,NA,1988,NA,84,GNQ
85.1988,Greece,NA,NA,NA,1988,NA,85,GRC
86.1988,Grenada,NA,NA,NA,1988,NA,86,GRD
87.1988,Greenland,NA,NA,NA,1988,NA,87,GRL
88.1988,Guatemala,NA,NA,NA,1988,NA,88,GTM
89.1988,Guam,NA,NA,NA,1988,NA,89,GUM
90.1988,Guyana,NA,NA,NA,1988,NA,90,GUY
91.1988,High income,NA,NA,NA,1988,NA,91,HIC
92.1988,"Hong Kong SAR, China",NA,NA,NA,1988,NA,92,HKG
93.1988,Honduras,NA,NA,NA,1988,NA,93,HND
94.1988,Heavily indebted poor countries (HIPC),NA,NA,NA,1988,NA,94,HPC
95.1988,Croatia,NA,NA,NA,1988,0.04,95,HRV
96.1988,Haiti,NA,NA,NA,1988,NA,96,HTI
97.1988,Hungary,NA,NA,NA,1988,NA,97,HUN
98.1988,Indonesia,NA,NA,NA,1988,NA,98,IDN
99.1988,Isle of Man,NA,NA,NA,1988,NA,99,IMN
100.1988,India,NA,NA,NA,1988,NA,100,IND
101.1988,Not classified,NA,NA,NA,1988,NA,101,INX
102.1988,Ireland,NA,NA,NA,1988,NA,102,IRL
103.1988,"Iran, Islamic Rep.",NA,NA,NA,1988,NA,103,IRN
104.1988,Iraq,NA,NA,NA,1988,NA,104,IRQ
105.1988,Iceland,NA,NA,NA,1988,NA,105,ISL
106.1988,Israel,NA,NA,NA,1988,NA,106,ISR
107.1988,Italy,NA,NA,NA,1988,NA,107,ITA
108.1988,Jamaica,NA,NA,NA,1988,3.97,108,JAM
109.1988,Jordan,NA,NA,NA,1988,NA,109,JOR
110.1988,Japan,NA,NA,NA,1988,NA,110,JPN
111.1988,Kazakhstan,NA,NA,NA,1988,0.02,111,KAZ
112.1988,Kenya,NA,NA,NA,1988,NA,112,KEN
113.1988,Kyrgyz Republic,NA,NA,NA,1988,0,113,KGZ
114.1988,Cambodia,NA,NA,NA,1988,NA,114,KHM
115.1988,Kiribati,NA,NA,NA,1988,NA,115,KIR
116.1988,St. Kitts and Nevis,NA,NA,NA,1988,NA,116,KNA
117.1988,"Korea, Rep.",NA,NA,NA,1988,NA,117,KOR
118.1988,Kosovo,NA,NA,NA,1988,NA,118,0
119.1988,Kuwait,NA,NA,NA,1988,NA,119,KWT
120.1988,Latin America & Caribbean (developing only),NA,NA,NA,1988,NA,120,LAC
121.1988,Lao PDR,NA,NA,NA,1988,NA,121,LAO
122.1988,Lebanon,NA,NA,NA,1988,NA,122,LBN
123.1988,Liberia,NA,NA,NA,1988,NA,123,LBR
124.1988,Libya,NA,NA,NA,1988,NA,124,LBY
125.1988,St. Lucia,NA,NA,NA,1988,NA,125,LCA
126.1988,Latin America & Caribbean (all income levels),NA,NA,NA,1988,NA,126,LCN
127.1988,Least developed countries: UN classification,NA,NA,NA,1988,NA,127,LDC
128.1988,Low income,NA,NA,NA,1988,NA,128,LIC
129.1988,Liechtenstein,NA,NA,NA,1988,NA,129,LIE
130.1988,Sri Lanka,NA,NA,NA,1988,NA,130,LKA
131.1988,Lower middle income,NA,NA,NA,1988,NA,131,LMC
132.1988,Low & middle income,NA,NA,NA,1988,NA,132,LMY
133.1988,Lesotho,NA,NA,NA,1988,NA,133,LSO
134.1988,Lithuania,NA,NA,NA,1988,0.06,134,LTU
135.1988,Luxembourg,NA,NA,NA,1988,NA,135,LUX
136.1988,Latvia,NA,NA,NA,1988,0.02,136,LVA
137.1988,"Macao SAR, China",NA,NA,NA,1988,NA,137,MAC
138.1988,St. Martin (French part),NA,NA,NA,1988,NA,138,MAF
139.1988,Morocco,NA,NA,NA,1988,NA,139,MAR
140.1988,Monaco,NA,NA,NA,1988,NA,140,MCO
141.1988,Moldova,NA,NA,NA,1988,15.86,141,MDA
142.1988,Madagascar,NA,NA,NA,1988,NA,142,MDG
143.1988,Maldives,NA,NA,NA,1988,NA,143,MDV
144.1988,Middle East & North Africa (all income levels),NA,NA,NA,1988,NA,144,MEA
145.1988,Mexico,NA,NA,NA,1988,NA,145,MEX
146.1988,Marshall Islands,NA,NA,NA,1988,NA,146,MHL
147.1988,Middle income,NA,NA,NA,1988,NA,147,MIC
148.1988,"Macedonia, FYR",NA,NA,NA,1988,NA,148,MKD
149.1988,Mali,NA,NA,NA,1988,NA,149,MLI
150.1988,Malta,NA,NA,NA,1988,NA,150,MLT
151.1988,Myanmar,NA,NA,NA,1988,NA,151,MMR
152.1988,Middle East & North Africa (developing only),NA,NA,NA,1988,NA,152,MNA
153.1988,Montenegro,NA,NA,NA,1988,NA,153,MNE
154.1988,Mongolia,NA,NA,NA,1988,NA,154,MNG
155.1988,Northern Mariana Islands,NA,NA,NA,1988,NA,155,MNP
156.1988,Mozambique,NA,NA,NA,1988,NA,156,MOZ
157.1988,Mauritania,NA,NA,NA,1988,NA,157,MRT
158.1988,Mauritius,NA,NA,NA,1988,NA,158,MUS
159.1988,Malawi,NA,NA,NA,1988,NA,159,MWI
160.1988,Malaysia,NA,NA,NA,1988,NA,160,MYS
161.1988,North America,NA,NA,NA,1988,NA,161,NAC
162.1988,Namibia,NA,NA,NA,1988,NA,162,NAM
163.1988,New Caledonia,NA,NA,NA,1988,NA,163,NCL
164.1988,Niger,NA,NA,NA,1988,NA,164,NER
165.1988,Nigeria,NA,NA,NA,1988,NA,165,NGA
166.1988,Nicaragua,NA,NA,NA,1988,NA,166,NIC
167.1988,Netherlands,NA,NA,NA,1988,NA,167,NLD
168.1988,High income: nonOECD,NA,NA,NA,1988,NA,168,NOC
169.1988,Norway,NA,NA,NA,1988,NA,169,NOR
170.1988,Nepal,NA,NA,NA,1988,NA,170,NPL
171.1988,New Zealand,NA,NA,NA,1988,NA,171,NZL
172.1988,High income: OECD,NA,NA,NA,1988,NA,172,OEC
173.1988,OECD members,NA,NA,NA,1988,NA,173,OED
174.1988,Oman,NA,NA,NA,1988,NA,174,OMN
175.1988,Other small states,NA,NA,NA,1988,NA,175,OSS
176.1988,Pakistan,NA,NA,NA,1988,NA,176,PAK
177.1988,Panama,NA,NA,NA,1988,NA,177,PAN
178.1988,Peru,NA,NA,NA,1988,NA,178,PER
179.1988,Philippines,NA,NA,NA,1988,33.67,179,PHL
180.1988,Palau,NA,NA,NA,1988,NA,180,PLW
181.1988,Papua New Guinea,NA,NA,NA,1988,NA,181,PNG
182.1988,Poland,NA,NA,NA,1988,NA,182,POL
183.1988,Puerto Rico,NA,NA,NA,1988,NA,183,PRI
184.1988,"Korea, Dem. Rep.",NA,NA,NA,1988,NA,184,PRK
185.1988,Portugal,NA,NA,NA,1988,NA,185,PRT
186.1988,Paraguay,NA,NA,NA,1988,NA,186,PRY
187.1988,Pacific island small states,NA,NA,NA,1988,NA,187,PSS
188.1988,French Polynesia,NA,NA,NA,1988,NA,188,PYF
189.1988,Qatar,NA,NA,NA,1988,NA,189,QAT
190.1988,Romania,NA,NA,NA,1988,NA,190,ROU
191.1988,Russian Federation,NA,NA,NA,1988,0.51,191,RUS
192.1988,Rwanda,NA,NA,NA,1988,NA,192,RWA
193.1988,South Asia,NA,NA,NA,1988,NA,193,SAS
194.1988,Saudi Arabia,NA,NA,NA,1988,NA,194,SAU
195.1988,Sudan,NA,NA,NA,1988,NA,195,SDN
196.1988,Senegal,NA,NA,NA,1988,NA,196,SEN
197.1988,Singapore,NA,NA,NA,1988,NA,197,SGP
198.1988,Solomon Islands,NA,NA,NA,1988,NA,198,SLB
