,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Score,Country
44.1978,Comoros,COM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,186.8,44
45.1978,Cabo Verde,CPV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,91.3,45
46.1978,Costa Rica,CRI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,28.9,46
47.1978,Caribbean small states,CSS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,48.98505342,47
48.1978,Cuba,CUB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,22.3,48
53.1978,Germany,DEU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,17.1,53
54.1978,Djibouti,DJI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,164.7,54
55.1978,Dominica,DMA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,23.6,55
56.1978,Denmark,DNK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,10.6,56
57.1978,Dominican Republic,DOM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,94,57
58.1978,Algeria,DZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,173.8,58
59.1978,East Asia & Pacific (developing only),EAP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,83.5,59
60.1978,East Asia & Pacific (all income levels),EAS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,78.44123655,60
61.1978,Europe & Central Asia (developing only),ECA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,89.8,61
62.1978,Europe & Central Asia (all income levels),ECS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,45.53847153,62
63.1978,Ecuador,ECU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,102.6,63
64.1978,"Egypt, Arab Rep.",EGY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,186.6,64
65.1978,Euro area,EMU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,17.9865907,65
66.1978,Eritrea,ERI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,197.1,66
67.1978,Spain,ESP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,21.3,67
69.1978,Ethiopia,ETH,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,243,69
70.1978,European Union,EUU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,20.84400121,70
71.1978,Fragile and conflict affected situations,FCS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,182.2781571,71
72.1978,Finland,FIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,9.9,72
73.1978,Fiji,FJI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,48.2,73
74.1978,France,FRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,13.3,74
77.1978,Gabon,GAB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,125.9,77
78.1978,United Kingdom,GBR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,15.7,78
79.1978,Georgia,GEO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,62.3,79
80.1978,Ghana,GHA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,171.6,80
81.1978,Guinea,GIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,296.7,81
82.1978,"Gambia, The",GMB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,251.2,82
85.1978,Greece,GRC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,26.9,85
88.1978,Guatemala,GTM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,134.4,88
90.1978,Guyana,GUY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,71.5,90
91.1978,High income,HIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,24.6,91
93.1978,Honduras,HND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,105.3,93
94.1978,Heavily indebted poor countries (HIPC),HPC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,220.3082487,94
96.1978,Haiti,HTI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,202.2,96
97.1978,Hungary,HUN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,29.4,97
98.1978,Indonesia,IDN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,128.5,98
100.1978,India,IND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,178.2,100
102.1978,Ireland,IRL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,16.8,102
103.1978,"Iran, Islamic Rep.",IRN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,127.4,103
104.1978,Iraq,IRQ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,79.5,104
105.1978,Iceland,ISL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,10.9,105
106.1978,Israel,ISR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,20.2,106
107.1978,Italy,ITA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,18.1,107
108.1978,Jamaica,JAM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,43.1,108
109.1978,Jordan,JOR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,61.3,109
110.1978,Japan,JPN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,11.1,110
111.1978,Kazakhstan,KAZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,73.6,111
112.1978,Kenya,KEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,116.3,112
113.1978,Kyrgyz Republic,KGZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,105.2,113
114.1978,Cambodia,KHM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,235.9,114
115.1978,Kiribati,KIR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,123.3,115
116.1978,St. Kitts and Nevis,KNA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,54.9,116
117.1978,"Korea, Rep.",KOR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,17.9,117
119.1978,Kuwait,KWT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,42.1,119
120.1978,Latin America & Caribbean (developing only),LAC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,98.8,120
121.1978,Lao PDR,LAO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,208.3,121
122.1978,Lebanon,LBN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,54.5,122
123.1978,Liberia,LBR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,248.4,123
124.1978,Libya,LBY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,79.1,124
125.1978,St. Lucia,LCA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,37,125
126.1978,Latin America & Caribbean (all income levels),LCN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,92.29818435,126
127.1978,Least developed countries: UN classification,LDC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,218.5113445,127
128.1978,Low income,LIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,234,128
130.1978,Sri Lanka,LKA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,56.1,130
131.1978,Lower middle income,LMC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,163.5,131
132.1978,Low & middle income,LMY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,139.3,132
133.1978,Lesotho,LSO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,132.5,133
134.1978,Lithuania,LTU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,24,134
135.1978,Luxembourg,LUX,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,14.4,135
139.1978,Morocco,MAR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,147.4,139
141.1978,Moldova,MDA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,53,141
142.1978,Madagascar,MDG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,170.1,142
143.1978,Maldives,MDV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,173.2,143
144.1978,Middle East & North Africa (all income levels),MEA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,140.5890584,144
145.1978,Mexico,MEX,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,82.4,145
146.1978,Marshall Islands,MHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,73.5,146
147.1978,Middle income,MIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,127.7,147
149.1978,Mali,MLI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,341.4,149
150.1978,Malta,MLT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,18.4,150
151.1978,Myanmar,MMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,147.3,151
152.1978,Middle East & North Africa (developing only),MNA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,145,152
154.1978,Mongolia,MNG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,179.9,154
156.1978,Mozambique,MOZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,263.4,156
157.1978,Mauritania,MRT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,173.4,157
158.1978,Mauritius,MUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,46.2,158
159.1978,Malawi,MWI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,276.6,159
160.1978,Malaysia,MYS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,35,160
161.1978,North America,NAC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,16.0975373,161
162.1978,Namibia,NAM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,98.6,162
164.1978,Niger,NER,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,326,164
165.1978,Nigeria,NGA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,223.8,165
166.1978,Nicaragua,NIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,123.2,166
167.1978,Netherlands,NLD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,11.6,167
168.1978,High income: nonOECD,NOC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,47.48521426,168
169.1978,Norway,NOR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,10.9,169
170.1978,Nepal,NPL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,222.2,170
171.1978,New Zealand,NZL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,16.6,171
172.1978,High income: OECD,OEC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,17.13607272,172
173.1978,OECD members,OED,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,38.36520067,173
174.1978,Oman,OMN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,133.1,174
175.1978,Other small states,OSS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,131.4465791,175
176.1978,Pakistan,PAK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,165.3,176
177.1978,Panama,PAN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,47.7,177
178.1978,Peru,PER,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,130.4,178
179.1978,Philippines,PHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,81.5,179
181.1978,Papua New Guinea,PNG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,113.6,181
182.1978,Poland,POL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,25.5,182
185.1978,Portugal,PRT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,32.3,185
186.1978,Paraguay,PRY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,68,186
187.1978,Pacific island small states,PSS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,56.77235872,187
189.1978,Qatar,QAT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,40,189
190.1978,Romania,ROU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,45.1,190
191.1978,Russian Federation,RUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,34.2,191
192.1978,Rwanda,RWA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,245.2,192
193.1978,South Asia,SAS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,181,193
194.1978,Saudi Arabia,SAU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,111.1,194
195.1978,Sudan,SDN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,144.3,195
196.1978,Senegal,SEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,221.6,196
197.1978,Singapore,SGP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,15.1,197
198.1978,Solomon Islands,SLB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,59.9,198
199.1978,Sierra Leone,SLE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,295.7,199
200.1978,El Salvador,SLV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,122.4,200
204.1978,Sub-Saharan Africa (developing only),SSA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,206.5,204
206.1978,Sub-Saharan Africa (all income levels),SSF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,206.5345165,206
207.1978,Small states,SST,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,101.7230444,207
208.1978,Sao Tome and Principe,STP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,91.2,208
212.1978,Sweden,SWE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,9,212
213.1978,Swaziland,SWZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,129.1,213
215.1978,Seychelles,SYC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,37.4,215
216.1978,Syrian Arab Republic,SYR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,67.8,216
218.1978,Chad,TCD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,243.7,218
219.1978,Togo,TGO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,186.3,219
220.1978,Thailand,THA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,66.8,220
221.1978,Tajikistan,TJK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,131.8,221
222.1978,Turkmenistan,TKM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,133.9,222
224.1978,Tonga,TON,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,32.1,224
225.1978,Trinidad and Tobago,TTO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,42,225
226.1978,Tunisia,TUN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,109.6,226
227.1978,Turkey,TUR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,140.7,227
228.1978,Tuvalu,TUV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,73.6,228
230.1978,Tanzania,TZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,186.7,230
231.1978,Uganda,UGA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,211.8,231
232.1978,Ukraine,UKR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,28.5,232
233.1978,Upper middle income,UMC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,83,233
234.1978,Uruguay,URY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,48.6,234
235.1978,United States,USA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,16.3,235
237.1978,St. Vincent and the Grenadines,VCT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,67.4,237
238.1978,"Venezuela, RB",VEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,47.7,238
240.1978,Vietnam,VNM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,72.3,240
241.1978,Vanuatu,VUT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,77.1,241
242.1978,West Bank and Gaza,PSE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,90.7,242
243.1978,World,WLD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,121.4,243
245.1978,"Yemen, Rep.",YEM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,234,245
246.1978,South Africa,ZAF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,106.4,246
247.1978,"Congo, Dem. Rep.",COD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,219,247
248.1978,Zambia,ZMB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,155.4,248
249.1978,Zimbabwe,ZWE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1978,108.4,249
3.1979,Afghanistan,AFG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,255.5,3
5.1979,Albania,ALB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,84.7,5
6.1979,Arab World,ARB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,139.2770651,6
7.1979,United Arab Emirates,ARE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,39,7
8.1979,Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,47,8
9.1979,Armenia,ARM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,78,9
12.1979,Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,13.6,12
13.1979,Austria,AUT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,17.1,13
15.1979,Burundi,BDI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,230.2,15
16.1979,Belgium,BEL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,15.2,16
17.1979,Benin,BEN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,221.5,17
18.1979,Burkina Faso,BFA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,247.8,18
19.1979,Bangladesh,BGD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,203.3,19
20.1979,Bulgaria,BGR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,30,20
21.1979,Bahrain,BHR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,34.6,21
22.1979,"Bahamas, The",BHS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,30.5,22
25.1979,Belize,BLZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,68.9,25
27.1979,Bolivia,BOL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,176.6,27
28.1979,Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,99.7,28
29.1979,Barbados,BRB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,28.9,29
31.1979,Bhutan,BTN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,206.9,31
32.1979,Botswana,BWA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,77.1,32
33.1979,Central African Republic,CAF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,186.1,33
34.1979,Canada,CAN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,13.3,34
35.1979,Central Europe and the Baltics,CEB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,30.57810604,35
36.1979,Switzerland,CHE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,10.8,36
38.1979,Chile,CHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,36.8,38
39.1979,China,CHN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,65.9,39
40.1979,Cote d'Ivoire,CIV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,171.4,40
41.1979,Cameroon,CMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,185.8,41
42.1979,"Congo, Rep.",COG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,114.7,42
43.1979,Colombia,COL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,61.3,43
44.1979,Comoros,COM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,181.1,44
45.1979,Cabo Verde,CPV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,87.7,45
46.1979,Costa Rica,CRI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,25.6,46
47.1979,Caribbean small states,CSS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,47.6866797,47
48.1979,Cuba,CUB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,20.9,48
51.1979,Cyprus,CYP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,22.5,51
53.1979,Germany,DEU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,16,53
54.1979,Djibouti,DJI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,160.1,54
55.1979,Dominica,DMA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,21.4,55
56.1979,Denmark,DNK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,10.3,56
57.1979,Dominican Republic,DOM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,90.7,57
58.1979,Algeria,DZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,161.8,58
59.1979,East Asia & Pacific (developing only),EAP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,80.1,59
60.1979,East Asia & Pacific (all income levels),EAS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,75.16889702,60
61.1979,Europe & Central Asia (developing only),ECA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,91.7,61
62.1979,Europe & Central Asia (all income levels),ECS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,47.61907592,62
63.1979,Ecuador,ECU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,98.3,63
64.1979,"Egypt, Arab Rep.",EGY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,177,64
65.1979,Euro area,EMU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,16.91735416,65
66.1979,Eritrea,ERI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,193.9,66
67.1979,Spain,ESP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,19.5,67
69.1979,Ethiopia,ETH,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,242.8,69
70.1979,European Union,EUU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,19.75509462,70
71.1979,Fragile and conflict affected situations,FCS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,181.3169228,71
72.1979,Finland,FIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,9.2,72
73.1979,Fiji,FJI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,46.1,73
74.1979,France,FRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,12.8,74
77.1979,Gabon,GAB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,121.6,77
78.1979,United Kingdom,GBR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,14.9,78
79.1979,Georgia,GEO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,60.2,79
80.1979,Ghana,GHA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,168.4,80
81.1979,Guinea,GIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,291.9,81
82.1979,"Gambia, The",GMB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,244.9,82
85.1979,Greece,GRC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,25.1,85
88.1979,Guatemala,GTM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,129.6,88
90.1979,Guyana,GUY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,71,90
91.1979,High income,HIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,23.6,91
93.1979,Honduras,HND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,100.4,93
94.1979,Heavily indebted poor countries (HIPC),HPC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,216.8737138,94
96.1979,Haiti,HTI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,196.9,96
97.1979,Hungary,HUN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,27.5,97
98.1979,Indonesia,IDN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,124.8,98
100.1979,India,IND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,172.8,100
102.1979,Ireland,IRL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1979,15.5,102
